Especies	C_1	C_2	C_3	C_4	C_5	C_6	C_7	C_8	C_9	C_10	C_11	C_12	C_13	C_14	C_15	C_16	C_17	C_18	C_19	C_20	C_21	C_22	C_23	C_24	C_25	C_26	C_27	C_28	C_29	C_30	C_31	C_32	C_33	C_34	C_35	C_36	C_37	C_38	C_39	C_40	C_41	C_42	C_43	C_44	C_45	C_46	C_47	C_48	C_49	C_50	C_51	C_52	C_53	C_54	C_55	C_56	C_57	C_58	C_59	C_60	C_61	C_62	C_63	C_64	C_65	C_66	C_67	C_68	C_69	C_70	C_71
Oophaga histrionica_05	2	1	1	3	4	2	2	3	2	2	2	1	2	1	1	1	1	1	1	3	3	2	1	1	3	NA	NA	1	1	2	4	2	4	4	3	1	5	5	5	1	1	2	NA	1	3	5	5	4	3	1	1	2	NA	1	1	2	5	5	5	5	5	1	1	4	2	1	1	3	2	2	2
Oophaga histrionica_06	2	1	1	3	4	2	2	3	2	2	2	1	2	1	1	1	1	1	1	3	3	2	1	1	3	NA	NA	1	1	2	4	2	4	4	3	1	5	5	5	1	1	2	NA	1	3	5	5	4	3	1	1	2	NA	1	1	2	5	5	5	5	5	1	1	4	2	1	1	3	2	2	2
Oophaga histrionica_07	2	1	1	3	4	2	2	3	2	2	2	1	2	1	1	1	1	1	1	3	3	2	1	1	3	NA	NA	1	1	2	4	2	4	4	3	1	5	5	5	1	1	2	NA	1	3	5	5	4	3	1	1	2	NA	1	1	2	5	5	5	5	5	1	1	4	2	1	1	3	2	2	2
Oophaga histrionica_08	2	1	1	3	4	2	2	3	2	2	2	1	2	1	1	1	1	1	1	3	3	2	1	1	3	NA	NA	1	1	2	4	2	4	4	3	1	5	5	5	1	1	2	NA	1	3	5	5	4	3	1	1	2	NA	1	1	2	5	5	5	5	5	1	1	4	2	1	1	3	2	2	2
Oophaga histrionica_09	2	1	1	3	4	2	2	3	2	2	2	1	2	1	1	1	1	1	1	3	3	2	1	1	3	NA	NA	1	1	2	4	2	4	4	3	1	5	5	5	1	1	2	NA	1	3	5	5	4	3	1	1	2	NA	1	1	2	5	5	5	5	5	1	1	4	2	1	1	3	2	2	2
Oophaga histrionica_10	2	1	1	3	4	2	2	3	2	2	2	1	2	1	1	1	1	1	1	3	3	2	1	1	3	NA	NA	1	1	2	4	2	4	4	3	1	5	5	5	1	1	2	NA	1	3	5	5	4	3	1	1	2	NA	1	1	2	5	5	5	5	5	1	1	4	2	1	1	3	2	2	2
Hyloxalus subpunctatus_01	1	2	1	3	3	2	2	3	2	2	2	1	2	1	1	1	1	1	1	3	1	2	1	1	3	NA	NA	1	1	1	4	2	4	4	3	1	5	5	5	1	1	2	NA	1	1	5	1	4	1	1	1	2	NA	1	1	2	5	5	5	5	5	1	1	4	2	3	1	3	2	2	2
Hyloxalus subpunctatus_02	2	2	1	3	3	2	2	3	2	2	2	1	2	1	1	1	1	1	1	3	1	2	1	1	3	NA	NA	1	1	1	4	2	4	4	3	1	5	5	5	1	1	2	NA	1	1	5	1	4	1	1	1	2	NA	1	1	2	5	5	5	5	5	1	1	4	2	3	1	3	2	2	2
Hyloxalus subpunctatus_03	1	2	1	3	3	2	2	3	2	2	2	1	2	1	1	1	1	1	1	3	1	2	1	1	3	NA	NA	1	1	1	4	2	4	4	3	1	5	5	5	1	1	2	NA	1	1	5	1	4	1	1	1	2	NA	1	1	2	5	5	5	5	5	1	1	4	2	3	1	3	2	2	2
Hyloxalus subpunctatus_04	2	2	1	3	3	2	2	3	2	2	2	1	2	1	1	1	1	1	1	3	1	2	1	1	3	NA	NA	1	1	1	4	2	4	4	3	1	5	5	5	1	1	2	NA	1	1	5	1	4	1	1	1	2	NA	1	1	2	5	5	5	5	5	1	1	4	2	3	1	3	2	2	2
Hyloxalus subpunctatus_05	2	2	1	3	3	2	2	3	2	2	2	1	2	1	1	1	1	1	1	3	1	2	1	1	3	NA	NA	1	1	1	4	2	4	4	3	1	5	5	5	1	1	2	NA	1	1	5	1	4	1	1	1	2	NA	1	1	2	5	5	5	5	5	1	1	4	2	3	1	3	2	2	2
Hyloxalus subpunctatus_06	2	2	1	3	3	2	2	3	2	2	2	1	2	1	1	1	1	1	1	3	1	2	1	1	3	NA	NA	1	1	1	4	2	4	4	3	1	5	5	5	1	1	2	NA	1	1	5	1	4	1	1	1	2	NA	1	1	2	5	5	5	5	5	1	1	4	2	3	1	3	2	2	2
Hyloxalus subpunctatus_07	2	2	1	3	3	2	2	3	2	2	2	1	2	1	1	1	1	1	1	3	1	2	1	1	3	NA	NA	1	1	1	4	2	4	4	3	1	5	5	5	1	1	2	NA	1	1	5	1	4	1	1	1	2	NA	1	1	2	5	5	5	5	5	1	1	4	2	3	1	3	2	2	2
Hyloxalus subpunctatus_08	1	2	1	3	3	2	2	3	2	2	2	1	2	1	1	1	1	1	1	3	1	2	1	1	3	NA	NA	1	1	1	4	2	4	4	3	1	5	5	5	1	1	2	NA	1	1	5	1	4	1	1	1	2	NA	1	1	2	5	5	5	5	5	1	1	4	2	3	1	3	2	2	2
Hyloxalus subpunctatus_09	2	2	1	3	3	2	2	3	2	2	2	1	2	1	1	1	1	1	1	3	1	2	1	1	3	NA	NA	1	1	1	4	2	4	4	3	1	5	5	5	1	1	2	NA	1	1	5	1	4	1	1	1	2	NA	1	1	2	5	5	5	5	5	1	1	4	2	3	1	3	2	2	2
Hyloxalus subpunctatus_10	2	2	1	3	3	2	2	3	2	2	2	1	2	1	1	1	1	1	1	3	1	2	1	1	3	NA	NA	1	1	1	4	2	4	4	3	1	5	5	5	1	1	2	NA	1	1	5	1	4	1	1	1	2	NA	1	1	2	5	5	5	5	5	1	1	4	2	3	1	3	2	2	2
Dendrobates truncatus_01	2	1	1	3	4	2	2	3	2	2	2	1	2	1	2	1	1	Inditinguible	2	NA	3	2	1	1	3	NA	NA	1	1	2	4	2	4	4	NA	1	5	5	5	1	1	2	NA	1	1	5	1	4	1	1	1	2	NA	1	1	2	5	5	5	5	5	1	1	4	2	1	1	3	2	2	2
Dendrobates truncatus_02	2	1	1	3	4	2	2	3	2	2	2	1	2	1	2	1	1	Inditinguible	2	NA	3	2	1	1	3	NA	NA	1	1	2	4	2	4	4	NA	1	5	5	5	1	1	2	NA	1	1	5	1	4	1	1	1	2	NA	1	1	2	5	5	5	5	5	1	1	4	2	1	1	3	2	2	2
Dendrobates truncatus_03	2	1	1	3	4	2	2	3	2	2	2	1	2	1	1	1	1	Inditinguible	2	NA	3	2	1	1	3	NA	NA	1	1	2	4	2	4	4	NA	1	5	5	5	1	1	2	NA	1	1	5	1	4	1	1	1	2	NA	1	1	2	5	5	5	5	5	1	1	4	2	1	1	3	2	2	2
Dendrobates truncatus_04	2	1	1	3	4	2	2	3	2	2	2	1	2	1	2	1	1	Inditinguible	2	NA	3	2	1	1	3	NA	NA	1	1	2	4	2	4	4	NA	1	5	5	5	1	1	2	NA	1	1	5	1	4	1	1	1	2	NA	1	1	2	5	5	5	5	5	1	1	4	2	1	1	3	2	2	2
Dendrobates truncatus_05	2	1	1	3	4	2	2	3	2	2	2	1	2	1	2	1	1	Inditinguible	2	NA	3	2	1	1	3	NA	NA	1	1	2	4	2	4	4	NA	1	5	5	5	1	1	2	NA	1	1	5	1	4	1	1	1	2	NA	1	1	2	5	5	5	5	5	1	1	4	2	1	1	3	2	2	2
Dendrobates truncatus_06	2	1	1	3	4	2	2	3	2	2	2	1	2	1	1	1	1	Inditinguible	2	NA	3	2	1	1	3	NA	NA	1	1	2	4	2	4	4	NA	1	5	5	5	1	1	2	NA	1	1	5	1	4	1	1	1	2	NA	1	1	2	5	5	5	5	5	1	1	4	2	1	1	3	2	2	2
Dendrobates truncatus_07	2	1	1	3	4	2	2	3	2	2	2	1	2	1	1	1	1	Inditinguible	2	NA	3	2	1	1	3	NA	NA	1	1	2	4	2	4	4	NA	1	5	5	5	1	1	2	NA	1	1	5	1	4	1	1	1	2	NA	1	1	2	5	5	5	5	5	1	1	4	2	1	1	3	2	2	2
Dendrobates truncatus_08	2	1	1	3	4	2	2	3	2	2	2	1	2	1	2	1	1	Inditinguible	2	NA	3	2	1	1	3	NA	NA	1	1	2	4	2	4	4	NA	1	5	5	5	1	1	2	NA	1	1	5	1	4	1	1	1	2	NA	1	1	2	5	5	5	5	5	1	1	4	2	1	1	3	2	2	2
Dendrobates truncatus_09	2	1	1	3	4	2	2	3	2	2	2	1	2	1	2	1	1	Inditinguible	2	NA	3	2	1	1	3	NA	NA	1	1	2	4	2	4	4	NA	1	5	5	5	1	1	2	NA	1	1	5	1	4	1	1	1	2	NA	1	1	2	5	5	5	5	5	1	1	4	2	1	1	3	2	2	2
Dendrobates truncatus_10	2	1	1	3	4	2	2	3	2	2	2	1	2	1	2	1	1	Inditinguible	2	NA	3	2	1	1	3	NA	NA	1	1	2	4	2	4	4	NA	1	5	5	5	1	1	2	NA	1	1	5	1	4	1	1	1	2	NA	1	1	2	5	5	5	5	5	1	1	4	2	1	1	3	2	2	2
Andinobates virolinensis_01	2	3	1	3	3	2	2	3	2	2	2	1	2	1	2	1	1	1	1	3	3	2	1	1	3	NA	NA	1	1	1	4	2	4	4	3	2	5	5	5	1	1	2	NA	1	1	5	5	4	3	1	1	2	NA	1	1	2	5	5	5	5	5	1	1	4	2	3	1	3	2	2	2
Andinobates virolinensis_02	2	3	1	3	3	2	2	3	2	2	2	1	2	1	2	1	1	1	1	3	3	2	1	1	3	NA	NA	1	1	1	4	2	4	4	3	2	5	5	5	1	1	2	NA	1	1	5	5	4	3	1	1	2	NA	1	1	2	5	5	5	5	5	1	1	4	2	3	1	3	2	2	2
Andinobates virolinensis_03	2	3	1	3	3	2	2	3	2	2	2	1	2	1	2	1	1	1	1	3	3	2	1	1	3	NA	NA	1	1	1	4	2	4	4	3	2	5	5	5	1	1	2	NA	1	1	5	5	4	3	1	1	2	NA	1	1	2	5	5	5	5	5	1	1	4	2	3	1	3	2	2	2
Andinobates virolinensis_04	2	3	1	3	3	2	2	3	2	2	2	1	2	1	2	1	1	1	1	3	3	2	1	1	3	NA	NA	1	1	1	4	2	4	4	3	2	5	5	5	1	1	2	NA	1	1	5	5	4	3	1	1	2	NA	1	1	2	5	5	5	5	5	1	1	4	2	3	1	3	2	2	2
Andinobates virolinensis_05	2	3	1	3	3	2	2	3	2	2	2	1	2	1	2	1	1	1	1	3	3	2	1	1	3	NA	NA	1	1	1	4	2	4	4	3	2	5	5	5	1	1	2	NA	1	1	5	5	4	3	1	1	2	NA	1	1	2	5	5	5	5	5	1	1	4	2	3	1	3	2	2	2
Andinobates virolinensis_06	2	3	1	3	3	2	2	3	2	2	2	1	2	1	2	1	1	1	1	3	3	2	1	1	3	NA	NA	1	1	1	4	2	4	4	3	2	5	5	5	1	1	2	NA	1	1	5	5	4	3	1	1	2	NA	1	1	2	5	5	5	5	5	1	1	4	2	3	1	3	2	2	2
Andinobates virolinensis_07	2	3	1	3	3	2	2	3	2	2	2	1	2	1	2	1	1	1	1	3	3	2	1	1	3	NA	NA	1	1	1	4	2	4	4	3	2	5	5	5	1	1	2	NA	1	1	5	5	4	3	1	1	2	NA	1	1	2	5	5	5	5	5	1	1	4	2	3	1	3	2	2	2
Andinobates virolinensis_08	2	3	1	3	3	2	2	3	2	2	2	1	2	1	2	1	1	1	1	3	3	2	1	1	3	NA	NA	1	1	1	4	2	4	4	3	2	5	5	5	1	1	2	NA	1	1	5	5	4	3	1	1	2	NA	1	1	2	5	5	5	5	5	1	1	4	2	3	1	3	2	2	2
Andinobates virolinensis_09	2	3	1	3	3	2	2	3	2	2	2	1	2	1	2	1	1	1	1	3	3	2	1	1	3	NA	NA	1	1	1	4	2	4	4	3	2	5	5	5	1	1	2	NA	1	1	5	5	4	3	1	1	2	NA	1	1	2	5	5	5	5	5	1	1	4	2	3	1	3	2	2	2
Andinobates virolinensis_10	2	3	1	3	3	2	2	3	2	2	2	1	2	1	2	1	1	1	1	3	3	2	1	1	3	NA	NA	1	1	1	4	2	4	4	3	2	5	5	5	1	1	2	NA	1	1	5	5	4	3	1	1	2	NA	1	1	2	5	5	5	5	5	1	1	4	2	3	1	3	2	2	2
Ceratophrys calcarata_01	3	1	1	2	2	2	1	2	2	2	2	1	2	3	2	1	1	1	1	3	2	2	1	1	3	NA	NA	1	1	2	4	2	4	1	NA	8	5	5	5	1	1	2	NA	2	1	5	1	4	3	1	1	2	NA	1	2	NA	5	1	1	1	1	1	1	4	2	2	1	3	2	2	2
Ceratophrys calcarata_02	3	1	1	2	2	2	1	2	2	2	2	1	2	3	2	1	1	1	1	3	2	2	1	1	3	NA	NA	1	1	2	4	2	4	1	NA	8	5	5	5	1	1	2	NA	2	1	5	1	4	3	1	1	2	NA	1	2	NA	5	1	1	1	1	1	1	4	2	2	1	3	2	2	2
Ceratophrys calcarata_03	3	1	1	2	2	2	1	2	2	2	2	1	2	3	2	1	1	1	1	3	2	2	1	1	3	NA	NA	1	1	2	4	2	4	1	NA	8	5	5	5	1	1	2	NA	2	1	5	1	4	3	1	1	2	NA	1	2	NA	5	1	1	1	1	1	1	4	2	2	1	3	2	2	2
Ceratophrys calcarata_04	3	1	1	2	2	2	1	2	2	2	2	1	2	3	2	1	1	1	1	3	2	2	1	1	3	NA	NA	1	1	2	4	2	4	1	NA	8	5	5	5	1	1	2	NA	2	1	5	1	4	3	1	1	2	NA	1	2	NA	5	1	1	1	1	1	1	4	2	2	1	3	2	2	2
Ceratophrys calcarata_05	3	1	1	2	2	2	1	2	2	2	2	1	2	3	2	1	1	1	1	3	2	2	1	1	3	NA	NA	1	1	2	4	2	4	1	NA	8	5	5	5	1	1	2	NA	2	1	5	1	4	3	1	1	2	NA	1	2	NA	5	1	1	1	1	1	1	4	2	2	1	3	2	2	2
Ceratophrys calcarata_06	3	1	1	2	2	2	1	2	2	2	2	1	2	3	2	1	1	1	1	3	2	2	1	1	3	NA	NA	1	1	2	4	2	4	1	NA	8	5	5	5	1	1	2	NA	2	1	5	1	4	3	1	1	2	NA	1	2	NA	5	1	1	1	1	1	1	4	2	2	1	3	2	2	2
Ceratophrys calcarata_07	3	1	1	2	2	2	1	2	2	2	2	1	2	3	2	1	1	1	1	3	2	2	1	1	3	NA	NA	1	1	2	4	2	4	1	NA	8	5	5	5	1	1	2	NA	2	1	5	1	4	3	1	1	2	NA	1	2	NA	5	1	1	1	1	1	1	4	2	2	1	3	2	2	2
Ceratophrys calcarata_08	3	1	1	2	2	2	1	2	2	2	2	1	2	3	2	1	1	1	1	3	2	2	1	1	3	NA	NA	1	1	2	4	2	4	1	NA	8	5	5	5	1	1	2	NA	2	1	5	1	4	3	1	1	2	NA	1	2	NA	5	1	1	1	1	1	1	4	2	2	1	3	2	2	2
Ceratophrys calcarata_09	3	1	1	2	2	2	1	2	2	2	2	1	2	3	2	1	1	1	1	3	2	2	1	1	3	NA	NA	1	1	2	4	2	4	1	NA	8	5	5	5	1	1	2	NA	2	1	5	1	4	3	1	1	2	NA	1	2	NA	5	1	1	1	1	1	1	4	2	2	1	3	2	2	2
Ceratophrys calcarata_10	3	1	1	2	2	2	1	2	2	2	2	1	2	3	2	1	1	1	1	3	2	2	1	1	3	NA	NA	1	1	2	4	2	4	1	NA	8	5	5	5	1	1	2	NA	2	1	5	1	4	3	1	1	2	NA	1	2	NA	5	1	1	1	1	1	1	4	2	2	1	3	2	2	2
Cryptobatrachus fuhrmanni_01	2	1	2	3	2	1	1	2	1	1	2	1	2	1	3	1	1	1	1	3	1	1	2	1	1	1	2	5	1	2	4	2	1	2	3	8	5	5	5	1	1	1	2	Indistinguible	3	5	1	4	3	1	1	2	NA	1	2	2	1	3	3	2	2	1	1	4	2	3	1	3	2	2	2
Lithobates vaillantii_01	3	2	2	3	2	2	1	3	1	1	2	1	2	1	1	1	1	1	1	3	3	2	2	1	1	2	1	1	1	2	4	2	4	1	NA	7	5	5	5	1	1	2	NA	4	1	5	5	4	1	1	1	2	NA	1	2	NA	2	2	2	2	2	1	1	4	1	3	1	3	2	2	2
Lithobates vaillantii_02	3	2	2	3	2	2	1	3	1	1	2	1	2	1	1	1	1	1	1	3	3	2	2	1	1	2	1	1	1	2	4	2	4	1	NA	7	5	5	5	1	1	2	NA	4	1	5	5	4	1	1	1	2	NA	1	2	NA	2	2	2	2	2	1	1	4	1	3	1	3	2	2	2
Lithobates vaillantii_03	3	2	2	3	2	2	1	3	1	1	2	1	2	1	1	1	1	1	1	3	3	2	2	1	1	2	1	1	1	2	4	2	4	1	NA	7	5	5	5	1	1	2	NA	4	1	5	5	4	1	1	1	2	NA	1	2	NA	2	2	2	2	2	1	1	4	1	3	1	3	2	2	2
Lithobates vaillantii_04	3	2	2	3	2	2	1	3	1	1	2	1	2	1	1	1	1	1	1	3	3	2	2	1	1	2	1	1	1	2	4	2	4	1	NA	7	5	5	5	1	1	2	NA	4	1	5	5	4	1	1	1	2	NA	1	2	NA	2	2	2	2	2	1	1	4	1	3	1	3	2	2	2
Lithobates vaillantii_05	3	2	2	3	2	2	1	3	1	1	2	1	2	1	1	1	1	1	1	3	3	2	2	1	1	2	1	1	1	2	4	2	4	1	NA	7	5	5	5	1	1	2	NA	4	1	5	5	4	1	1	1	2	NA	1	2	NA	2	2	2	2	2	1	1	4	1	3	1	3	2	2	2
Lithobates vaillantii_06	3	2	2	3	2	2	1	3	1	1	2	1	2	1	1	1	1	1	1	3	3	2	2	1	1	2	1	1	1	2	4	2	4	1	NA	7	5	5	5	1	1	2	NA	4	1	5	5	4	1	1	1	2	NA	1	2	NA	2	2	2	2	2	1	1	4	1	3	1	3	2	2	2
Lithobates vaillantii_07	3	2	2	3	2	2	1	3	1	1	2	1	2	1	1	1	1	1	1	3	3	2	2	1	1	2	1	1	1	2	4	2	4	1	NA	7	5	5	5	1	1	2	NA	4	1	5	5	4	1	1	1	2	NA	1	2	NA	2	2	2	2	2	1	1	4	1	3	1	3	2	2	2
Lithobates vaillantii_08	3	2	2	3	2	2	1	3	1	1	2	1	2	1	1	1	1	1	1	3	3	2	2	1	1	2	1	1	1	2	4	2	4	1	NA	7	5	5	5	1	1	2	NA	4	1	5	5	4	1	1	1	2	NA	1	2	NA	2	2	2	2	2	1	1	4	1	3	1	3	2	2	2
Lithobates vaillantii_09	3	2	2	3	2	2	1	3	1	1	2	1	2	1	1	1	1	1	1	3	3	2	2	1	1	2	1	1	1	2	4	2	4	1	NA	7	5	5	5	1	1	2	NA	4	1	5	5	4	1	1	1	2	NA	1	2	NA	2	2	2	2	2	1	1	4	1	3	1	3	2	2	2
Lithobates vaillantii_10	3	2	2	3	2	2	1	3	1	1	2	1	2	1	1	1	1	1	1	3	3	2	2	1	1	2	1	1	1	2	4	2	4	1	NA	7	5	5	5	1	1	2	NA	4	1	5	5	4	1	1	1	2	NA	1	2	NA	2	2	2	2	2	1	1	4	1	3	1	3	2	2	2
Elachistocleis panamensis_01	1	1	2	3	2	1	2	3	1	1	2	1	2	1	3	1	1	2	2	NA	1	2	1	1	3	NA	NA	1	1	2	4	2	4	1	NA	1	5	5	5	1	1	2	NA	6	1	5	5	4	1	1	1	2	NA	1	2	NA	5	1	1	1	1	1	2	4	1	1	1	3	2	2	2
Elachistocleis panamensis_02	1	1	2	3	2	1	2	3	1	1	2	1	2	1	3	1	1	2	2	NA	1	2	1	1	3	NA	NA	1	1	2	4	2	4	1	NA	1	5	5	5	1	1	2	NA	6	1	5	5	4	1	1	1	2	NA	1	2	NA	5	1	1	1	1	1	2	4	1	1	1	3	2	2	2
Elachistocleis panamensis_03	1	1	2	3	2	1	2	3	1	1	2	1	2	1	3	1	1	2	2	NA	1	2	1	1	3	NA	NA	1	1	2	4	2	4	1	NA	1	5	5	5	1	1	2	NA	6	1	5	5	4	1	1	1	2	NA	1	2	NA	5	1	1	1	1	1	2	4	1	1	1	3	2	2	2
Elachistocleis panamensis_04	1	1	2	3	2	1	2	3	1	1	2	1	2	1	3	1	1	2	2	NA	1	2	1	1	3	NA	NA	1	1	2	4	2	4	1	NA	1	5	5	5	1	1	2	NA	6	1	5	5	4	1	1	1	2	NA	1	2	NA	5	1	1	1	1	1	2	4	1	1	1	3	2	2	2
Elachistocleis panamensis_05	1	1	2	3	2	1	2	3	1	1	2	1	2	1	3	1	1	2	2	NA	1	2	1	1	3	NA	NA	1	1	2	4	2	4	1	NA	1	5	5	5	1	1	2	NA	6	1	5	5	4	1	1	1	2	NA	1	2	NA	5	1	1	1	1	1	2	4	1	1	1	3	2	2	2
Ctenophryne aterrima_01	2	1	2	3	2	1	2	3	1	1	2	1	2	1	2	1	1	2	2	NA	3	2	2	1	3	NA	NA	1	1	2	4	2	4	1	NA	1	5	5	5	1	1	2	NA	6	1	5	5	4	1	1	1	2	NA	1	2	NA	5	1	1	1	1	2	2	4	1	1	1	3	2	2	2
Rhinella marina_01	3	2	1	1	4	4	1	2	1	1	2	1	2	4	1	1	1	1	1	3	2	2	1	1	3	NA	NA	2	1	2	4	2	3	1	NA	10	5	5	5	1	1	1	2	1	1	5	1	4	1	1	1	1	1	1	1	NA	5	2	1	1	1	1	1	3	1	5	5	3	2	2	2
Rhinella marina_02	3	2	1	1	4	4	1	2	1	1	2	1	2	4	1	1	1	1	1	3	2	2	1	1	3	NA	NA	2	1	2	4	2	3	1	NA	10	5	5	5	1	1	1	2	1	1	5	1	4	1	1	1	1	1	1	1	NA	5	2	1	1	1	1	1	3	1	5	5	3	2	2	2
Rhinella marina_03	3	2	1	1	4	4	1	2	1	1	2	1	2	4	1	1	1	1	1	3	2	2	1	1	3	NA	NA	2	1	2	4	2	3	1	NA	10	5	5	5	1	1	1	2	1	1	5	1	4	1	1	1	1	1	1	1	NA	5	2	1	1	1	1	1	3	1	5	5	3	2	2	2
Rhinella marina_04	3	2	1	1	4	4	1	2	1	1	2	1	2	4	1	1	1	1	1	3	2	2	1	1	3	NA	NA	2	1	2	4	2	3	1	NA	10	5	5	5	1	1	1	2	1	1	5	1	4	1	1	1	1	1	1	1	NA	5	2	1	1	1	1	1	3	1	5	5	3	2	2	2
Rhinella marina_05	3	2	1	1	4	4	1	2	1	1	2	1	2	4	3	1	1	1	1	3	2	2	1	1	3	NA	NA	2	1	2	4	2	3	1	NA	10	5	5	5	1	1	1	2	1	1	5	1	4	1	1	1	1	1	1	1	NA	5	2	1	1	1	1	1	3	1	5	5	3	2	2	2
Rhinella marina_06	3	2	1	1	4	4	1	2	1	1	2	1	2	4	2	1	1	1	1	3	2	2	1	1	3	NA	NA	2	1	2	4	2	3	1	NA	10	5	5	5	1	1	1	2	1	1	5	1	4	1	1	1	1	1	1	1	NA	5	2	1	1	1	1	1	3	1	5	5	3	2	2	2
Rhinella marina_07	3	2	1	1	4	4	1	2	1	1	2	1	2	4	2	1	1	1	1	3	2	2	1	1	3	NA	NA	2	1	2	4	2	3	1	NA	10	5	5	5	1	1	1	2	1	1	5	1	4	1	1	1	1	1	1	1	NA	5	2	1	1	1	1	1	3	1	5	5	3	2	2	2
Rhinella marina_08	3	2	1	1	4	4	1	2	1	1	2	1	2	4	2	1	1	1	1	3	2	2	1	1	3	NA	NA	2	1	2	4	2	3	1	NA	10	5	5	5	1	1	1	2	1	1	5	1	4	1	1	1	1	1	1	1	NA	5	2	1	1	1	1	1	3	1	5	5	3	2	2	2
Rhinella marina_09	3	2	1	1	4	4	1	2	1	1	2	1	2	4	2	1	1	1	1	3	2	2	1	1	3	NA	NA	2	1	2	4	2	3	1	NA	10	5	5	5	1	1	1	2	1	1	5	1	4	1	1	1	1	1	1	1	NA	5	2	1	1	1	1	1	3	1	5	5	3	2	2	2
Rhinella marina_10	3	2	1	1	4	4	1	2	1	1	2	1	2	4	2	1	1	1	1	3	2	2	1	1	3	NA	NA	2	1	2	4	2	3	1	NA	10	5	5	5	1	1	1	2	1	1	5	1	4	1	1	1	1	1	1	1	NA	5	2	1	1	1	1	1	3	1	5	5	3	2	2	2
Rhinella margaritifera_01	2	2	1	1	3	2	1	2	1	1	2	1	2	4	3	1	1	1	1	3	2	2	1	1	3	NA	NA	1	1	2	4	2	4	1	NA	5	1	1	1	1	1	1	1	1	1	5	3	3	3	1	1	1	1	1	1	NA	2	3	3	1	1	1	1	3	1	4	3	3	2	2	2
Rhinella margaritifera_02	2	2	1	1	3	2	1	2	1	1	2	1	2	4	3	1	1	1	1	3	2	2	1	1	3	NA	NA	1	1	2	4	2	4	1	NA	5	1	1	1	1	1	1	1	1	1	5	3	3	3	1	1	1	1	1	1	NA	2	2	2	1	1	1	1	3	1	4	3	3	2	2	2
Rhinella margaritifera_03	2	2	1	1	3	2	1	2	1	1	2	1	2	4	2	1	1	1	1	3	2	2	1	1	3	NA	NA	1	1	2	4	2	4	1	NA	5	1	1	1	1	1	1	1	1	1	5	3	3	3	1	1	1	1	1	1	NA	2	2	2	1	1	1	1	3	1	4	3	3	2	2	2
Rhinella margaritifera_04	1	2	1	1	3	2	1	2	1	1	2	1	2	4	2	1	1	1	1	3	2	2	1	1	3	NA	NA	1	1	2	4	2	4	1	NA	5	1	1	1	1	1	1	1	1	1	5	3	3	3	1	1	1	1	1	1	NA	2	2	2	1	1	1	1	3	1	4	3	3	2	2	2
Rhinella margaritifera_05	2	2	1	1	3	2	1	2	1	1	2	1	2	4	3	1	1	1	1	3	2	2	1	1	3	NA	NA	1	1	2	4	2	4	1	NA	5	1	1	1	1	1	1	1	1	1	5	3	3	3	1	1	1	1	1	1	NA	2	2	2	1	1	1	1	3	1	4	3	3	2	2	2
Rhinella margaritifera_06	2	2	1	1	3	2	1	2	1	1	2	1	2	4	2	1	1	1	1	3	2	2	1	1	3	NA	NA	1	1	2	4	2	4	1	NA	5	1	1	1	1	1	1	1	1	1	5	3	3	3	1	1	1	1	1	1	NA	2	2	2	1	1	1	1	3	1	4	3	3	2	2	2
Rhinella margaritifera_07	2	2	1	1	3	2	1	2	1	1	2	1	2	4	1	1	1	1	1	3	2	2	1	1	3	NA	NA	1	1	2	4	2	4	1	NA	5	1	1	1	1	1	1	1	1	1	5	3	3	3	1	1	1	1	1	1	NA	2	2	2	1	1	1	1	3	1	4	3	3	2	2	2
Rhinella margaritifera_08	1	2	1	1	3	2	1	2	1	1	2	1	2	4	2	1	1	1	1	3	2	2	1	1	3	NA	NA	1	1	2	4	2	4	1	NA	5	1	1	1	1	1	1	1	1	1	5	3	3	3	1	1	1	1	1	1	NA	2	2	2	1	1	1	1	3	1	4	3	3	2	2	2
Rhinella margaritifera_09	2	2	1	1	3	2	1	2	1	1	2	1	2	4	2	1	1	1	1	3	2	2	1	1	3	NA	NA	1	1	2	4	2	4	1	NA	5	1	1	1	1	1	1	1	1	1	5	3	3	3	1	1	1	1	1	1	NA	2	2	2	1	1	1	1	3	1	4	3	3	2	2	2
Rhinella margaritifera_10	1	2	1	1	3	2	1	2	1	1	2	1	2	4	3	1	1	1	1	3	2	2	1	1	3	NA	NA	1	1	2	4	2	4	1	NA	5	1	1	1	1	1	1	1	1	1	5	3	3	3	1	1	1	1	1	1	NA	2	2	2	1	1	1	1	3	1	4	3	3	2	2	2
Rhinella humboldti_01	1	2	1	1	2	1	1	2	1	1	2	1	2	3	3	1	1	1	1	3	2	2	1	1	3	NA	NA	2	1	1	4	2	4	1	NA	5	5	5	5	1	1	1	1	1	1	5	5	4	3	1	1	1	1	1	1	NA	2	1	1	1	1	2	1	3	2	5	6	3	2	2	2
Rhinella humboldti_02	1	2	1	1	2	1	1	2	1	1	2	1	2	3	3	1	1	1	1	3	2	2	1	1	3	NA	NA	2	1	1	4	2	4	1	NA	5	5	5	5	1	1	1	1	1	1	5	5	4	3	1	1	1	1	1	1	NA	2	1	1	1	1	2	1	3	2	5	6	3	2	2	2
