Especies	C_1	C_2	C_3	C_4	C_5	C_6	C_7	C_8	C_9	C_10	C_11	C_12	C_13	C_14	C_15	C_16	C_17	C_18	C_19	C_20	C_21	C_22	C_23	C_24	C_25	C_26	C_27	C_28	C_29	C_30	C_31	C_32	C_33	C_34	C_35	C_36	C_37	C_38	C_39	C_40	C_41	C_42	C_43	C_44	C_45	C_46	C_47	C_48	C_49	C_50	C_51	C_52	C_53	C_54	C_55	C_56	C_57	C_58	C_59	C_60	C_61	C_62	C_63	C_64	C_65	C_66	C_67	C_68	C_69	C_70	C_71
Dendropsophus ebraccatus_01	3	2	1	3	2	4	1	2	2	1	2	1	2	1	2	2	1	1	1	3	1	1	2	1	1	2	1	1	1		1	2	4	2	1	1	2	2	2	1	2	1	2	4	1	5	1	4	3	1	1	1	2	1	1	2	2	3	3	2	2	1	1	4	2	1	3	3	2	2	2
Dendropsophus ebraccatus_02	3	2	1	3	2	4	1	2	2	1	2	1	2	1	2	2	1	1	1	3	1	1	2	1	1	2	1	1	1		1	2	4	2	1	1	2	2	2	1	2	1	2	4	1	5	1	4	3	1	1	1	NA	1	1	2	2	3	3	3	3	1	1	4	2	1	3	3	2	2	2
Dendropsophus meridensis_01	3	2	1	3	2	1	1	2	2	1	2	1	2	1	2	2	1	1	1	3	1	2	2	2	1	1	1	2	1	1	3	2	3	2	3	1	1	1	1	1	2	1	2	4	1	5	5	4	3	1	2	1	2	1	1	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Dendropsophus meridensis_02	3	2	1	3	2	1	1	2	2	1	2	1	2	1	3	2	1	1	1	3	1	1	2	2	1	2	1	1	1	1	3	2	3	2	3	1	1	1	1	1	2	1	2	4	1	5	5	4	3	1	2	1	2	1	1	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Dendropsophus meridensis_03	3	2	1	3	2	1	1	2	2	1	2	1	2	1	2	2	1	1	1	3	1	1	2	1	1	1	1	2	1	1	3	2	3	2	3	1	1	1	1	1	2	1	2	4	1	5	1	4	3	1	2	1	2	1	1	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Dendropsophus meridensis_04	3	2	1	3	2	1	1	2	2	1	2	1	2	1	3	2	1	1	1	3	1	1	2	2	1	1	1	2	1	1	3	2	3	2	3	1	1	1	1	1	2	1	2	4	1	5	5	4	3	1	2	1	2	1	1	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Dendropsophus meridensis_05	3	2	1	3	2	1	1	2	2	1	2	1	2	1	3	2	1	1	1	3	1	1	2	2	1	1	1	2	1	1	3	2	3	2	3	1	1	1	1	1	2	1	2	4	1	5	5	4	3	1	2	1	2	1	1	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Dendropsophus meridensis_06	3	2	1	3	2	1	1	2	2	1	2	1	2	1	2	2	1	1	1	3	1	2	2	2	1	1	1	2	1	1	3	2	3	2	3	1	1	1	1	1	2	1	2	4	1	5	5	4	3	1	2	1	2	1	1	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Dendrosophus sp._01	3	2	1	3	2	1	1	2	1	1	2	1	2	1	1	2	1	1	1	3	1	2	2	1	1	5	1	2	1	1	2	2	4	2	3	1	1	1	1	1	2	1	2	4	1	5	5	4	1	1	1	1	2	1	1	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Dendrosophus sp._02	3	2	1	3	2	1	1	2	1	1	2	1	2	1	1	2	1	1	1	3	1	1	2	1	1	3	1	2	1	2	3	2	4	2	3	1	1	1	1	1	2	1	2	4	1	5	5	4	1	1	1	1	2	1	1	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Dendrosophus sp._03	3	2	1	3	2	1	1	2	1	1	2	1	2	1	2	2	1	1	2	3	1	1	2	1	1	5	1	2	1	2	2	2	4	2	NA	1	1	1	1	1	2	1	2	4	1	5	5	4	1	1	1	1	2	1	1	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Dendrosophus sp._04	3	2	1	3	2	1	1	2	1	1	2	1	2	1	2	2	1	1	1	3	1	1	2	1	1	5	1	2	1	2	3	2	4	2	3	1	1	1	1	1	2	1	2	4	1	5	5	4	1	1	1	1	2	1	1	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Dendrosophus sp._05	3	2	1	3	2	1	1	2	2	2	2	1	2	1	2	2	1	1	2	3	1	1	2	1	3	NA	NA	1	1	1	3	2	4	2	NA	1	2	1	1	2	2	1	1	6	1	5	5	1	3	1	1	1	1	1	1	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Dendrosophus sp._06	3	2	1	3	4	4	1	2	2	2	2	1	2	1	2	2	1	1	2	3	1	1	2	1	1	5	1	1	1	1	3	2	4	2	NA	1	2	1	2	2	2	1	1	6	1	5	5	1	3	1	1	1	1	1	1	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Dendrosophus sp._07	3	2	1	3	2	1	1	2	2	2	2	1	2	1	2	2	1	1	2	3	1	1	2	1	1	5	1	1	1	1	3	2	4	2	NA	1	2	1	2	2	2	1	1	6	1	5	5	1	3	1	1	1	1	1	1	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Dendrosophus sp._08	3	2	1	3	2	1	1	2	2	2	2	1	2	1	2	2	1	1	2	3	1	1	2	1	1	5	1	1	1	1	3	2	4	2	NA	1	2	1	2	2	2	1	1	6	1	5	5	1	3	1	1	1	1	1	1	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Dendropsophus subocularis_01	3	2	1	3	4	4	1	2	1	1	2	1	2	1	1	2	1	1	1	3	1	1	2	1	1	5	1	1	1	1	2	2	4	2	2	1	1	1	2	1	2	1	2	4	1	5	5	1	3	1	1	1	1	1	2	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Dendropsophus subocularis_02	3	2	1	3	4	4	1	2	1	1	2	1	2	1	2	2	1	1	1	3	1	1	2	1	1	5	1	2	1	1	2	2	4	2	3	1	1	1	2	1	2	1	2	4	1	5	5	1	3	1	1	1	1	1	2	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Dendropsophus subocularis_03	3	2	1	3	4	4	1	2	1	1	2	1	2	1	1	2	1	1	1	3	1	1	2	1	1	5	1	2	1	2	2	2	4	2	3	1	1	1	2	1	2	1	2	4	1	5	5	1	3	1	1	1	1	1	2	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Dendropsophus subocularis_04	3	2	1	3	4	4	1	2	1	1	2	1	2	1	3	2	1	1	1	3	1	1	2	1	1	5	1	2	1	2	2	2	4	2	3	1	1	1	2	1	2	1	2	4	1	5	5	1	3	1	1	1	1	1	2	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Dendropsophus subocularis_05	3	2	1	3	4	4	1	2	1	1	2	1	2	1	2	2	1	1	1	3	1	1	2	1	1	5	1	1	1	1	2	2	4	2	3	1	1	1	2	1	2	1	2	4	1	5	5	1	3	1	1	1	1	1	2	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Dendropsophus subocularis_06	3	2	1	3	4	4	1	2	1	1	2	1	2	1	1	2	1	1	1	3	1	1	2	1	1	5	1	2	1	1	2	2	4	2	2	1	1	1	2	1	2	1	2	4	1	5	5	1	3	1	1	1	1	1	2	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Dendropsophus subocularis_07	3	2	1	3	4	4	1	2	1	1	2	1	2	1	3	2	1	1	1	3	1	1	2	1	1	2	1	2	1	1	2	2	4	2	3	1	1	1	2	1	2	1	2	4	1	5	5	1	3	1	1	1	1	1	2	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Dendropsophus subocularis_08	3	2	1	3	4	4	1	2	1	1	2	1	2	1	1	2	1	1	1	3	1	1	2	1	1	2	1	2	1	2	2	2	4	2	3	1	1	1	2	1	2	1	2	4	1	5	5	1	3	1	1	1	1	1	2	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Dendropsophus subocularis_09	3	2	1	3	4	4	1	2	1	1	2	1	2	1	3	2	1	1	1	3	1	1	2	1	1	5	1	2	1	1	2	2	4	2	1	1	1	1	2	1	2	1	2	4	1	5	5	1	3	1	1	1	1	1	2	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Dendropsophus subocularis_10	3	2	1	3	4	4	1	2	1	1	2	1	2	1	1	2	1	1	1	3	1	1	2	1	1	5	1	2	1	2	2	2	4	2	3	1	1	1	1	1	2	1	2	4	1	5	5	1	3	1	1	1	1	1	2	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Dendropsophus virolinensis_01	3	2	1	3	2	4	1	2	1	1	2	1	2	1	1	2	1	1	1	3	1	1	2	1	1	1	1	4	1	2	2	2	3	2	3	1	1	1	1	1	2	1	2	4	1	5	5	1	3	1	1	1	1	1	1	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Dendropsophus virolinensis_02	3	2	1	3	2	4	1	1	1	1	2	1	2	1	1	2	1	1	2	3	1	1	2	1	1	1	1	4	1	2	2	2	3	2	NA	1	1	1	1	1	2	1	2	4	1	5	5	1	3	1	1	1	1	1	1	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Dendropsophus virolinensis_03	3	2	1	3	2	4	1	1	1	1	2	1	2	1	1	2	1	1	2	3	1	1	2	1	1	5	1	4	1	2	2	2	3	2	NA	1	1	1	1	1	2	1	2	4	1	5	5	1	3	1	1	1	1	1	1	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Dendropsophus virolinensis_04	3	2	1	3	2	4	1	1	1	1	2	1	2	1	1	2	1	1	2	3	1	1	2	1	1	1	1	4	1	2	2	2	3	2	NA	1	1	1	1	1	2	1	2	4	1	5	5	1	3	1	1	1	1	1	1	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Dendropsophus virolinensis_05	3	2	1	3	4	2	1	1	1	1	2	1	2	1	1	2	1	1	1	3	1	1	2	1	1	1	1	4	1	2	2	2	3	2	1	1	1	1	1	1	1	1	2	4	1	5	5	1	3	1	1	1	1	1	1	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Hyloscirtus callipeza_01	3	2	1	3	2	4	2	1	1	1	2	1	2	1	1	2	1	1	1	3	1	1	2	1	2	1	1	3	1	2	4	2	1	2	1	1	5	1	1	1	2	1	1	4	1	5	5	4	3	1	1	2	NA	1	2	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Hyloscirtus callipeza_02	3	2	1	3	2	4	2	1	1	1	2	1	2	1	1	2	1	1	1	3	1	1	2	1	2	1	1	3	1	2	4	2	1	2	3	1	5	1	1	1	2	1	1	4	1	5	5	4	3	1	1	2	NA	1	2	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Hyloscirtus callipeza_03	3	2	1	3	2	4	2	1	1	1	2	1	2	1	3	2	1	1	1	3	1	1	2	1	2	1	1	3	1	1	4	2	1	2	3	1	5	1	1	1	2	1	1	4	1	5	5	4	3	1	1	2	NA	1	2	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Hyloscirtus callipeza_04	3	2	1	3	2	4	2	1	1	1	2	1	2	1	2	2	1	1	1	3	1	1	2	1	1	1	1	3	1	1	4	2	1	2	1	1	5	1	1	1	2	1	1	4	1	5	5	4	3	1	1	2	NA	1	2	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Hyloscirtus callipeza_05	3	2	1	3	2	4	2	1	1	1	2	1	2	1	1	2	1	1	1	3	1	1	2	1	2	1	1	3	1	1	4	2	1	2	3	1	5	1	1	1	2	1	1	4	1	5	5	4	3	1	1	2	NA	1	2	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Hyloscirtus callipeza_06	3	2	1	3	2	4	2	1	1	1	2	1	2	1	2	2	1	1	1	3	1	1	2	2	2	1	1	3	1	1	4	2	1	2	3	1	5	1	1	1	2	1	1	4	1	5	5	4	3	1	1	2	NA	1	2	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Hyloscirtus callipeza_07	3	2	1	3	2	4	2	1	1	1	2	1	2	1	2	2	1	1	1	3	1	1	2	1	2	1	1	3	1	1	4	2	1	2	3	1	5	1	1	1	2	1	1	4	1	5	5	4	3	1	1	2	NA	1	2	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Hyloscirtus callipeza_08	3	2	1	3	2	4	2	1	1	1	2	1	2	1	2	2	1	1	1	3	1	1	2	1	1	1	1	3	1	1	4	2	1	2	1	1	5	1	1	1	2	1	1	4	1	5	5	4	3	1	1	2	NA	1	2	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Hyloscirtus callipeza_09	3	2	1	3	2	4	2	1	1	1	2	1	2	1	2	2	1	1	1	3	1	1	2	1	2	1	1	3	1	1	4	2	1	2	3	1	5	1	1	1	2	1	1	4	1	5	5	4	3	1	1	2	NA	1	2	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Hyloscirtus callipeza_10	3	3	1	3	2	4	2	1	1	1	2	1	2	1	1	2	1	1	1	3	1	1	2	2	2	1	1	3	1	1	4	2	1	2	1	1	5	1	1	1	2	1	1	4	1	5	5	4	3	1	1	2	NA	1	2	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Hyloscirtus denticulentus_01	3	2	1	3	2	1	1	2	1	1	2	1	2	1	1	2	1	1	2	3	1	1	1	2	1	1	2	3	1	1	4	2	1	2	NA	1	1	1	2	1	2	1	1	4	1	5	5	1	2	1	1	2	NA	1	2	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Hyloscirtus denticulentus_02	3	2	1	3	2	1	1	2	1	1	2	1	2	1	3	2	1	1	2	3	1	1	2	2	1	2	2	3	1	1	4	2	1	2	NA	1	1	1	2	1	2	1	1	4	1	5	5	1	2	1	1	2	NA	1	2	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Hyloscirtus denticulentus_03	3	3	1	3	2	1	1	2	1	1	2	1	2	1	3	2	1	1	2	3	1	1	2	2	1	2	2	3	1	1	4	2	1	2	NA	1	1	1	2	1	2	1	1	4	1	5	5	1	2	1	1	2	NA	1	1	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Hyloscirtus denticulentus_04	3	3	1	3	2	1	1	2	1	1	2	1	2	1	1	2	1	1	2	3	1	1	2	1	2	2	2	3	1	1	4	2	1	2	NA	1	1	1	2	1	2	1	1	4	1	5	5	1	2	1	1	2	NA	1	2	2	2	3	3	2	2	1	1	4	2	1	3	3	2	2	2
Hyloscirtus denticulentus_05	3	2	1	3	2	1	1	2	1	1	2	1	2	1	3	2	1	1	2	3	1	1	2	2	2	2	2	3	1	1	4	2	1	2	NA	1	1	1	2	1	2	1	1	4	1	5	5	1	2	1	1	2	NA	1	2	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Hyloscirtus denticulentus_06	3	2	1	3	2	1	1	2	1	1	2	1	2	1	3	2	1	1	2	3	1	1	2	2	2	2	2	3	1	1	4	2	1	2	NA	1	1	1	2	1	2	1	1	4	1	5	5	1	2	1	1	2	NA	1	2	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Hyloscirtus denticulentus_07	3	2	1	3	2	1	1	2	1	1	2	1	2	1	3	2	1	1	2	3	1	2	1	2	2	2	2	3	1	1	4	2	1	2	NA	1	1	1	2	1	2	1	1	4	1	5	5	1	2	1	1	2	NA	1	2	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Hyloscirtus denticulentus_08	3	3	1	3	2	1	1	2	1	1	2	1	2	1	1	2	1	1	2	3	1	1	2	2	2	2	2	3	1	1	4	2	1	2	NA	1	1	1	2	1	2	1	1	4	1	5	5	1	2	1	1	2	NA	1	2	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Hyloscirtus denticulentus_09	3	3	1	3	2	1	1	2	1	1	2	1	2	1	3	2	1	1	2	3	1	1	2	2	2	2	2	3	1	1	4	2	1	2	NA	1	1	1	2	1	2	1	1	4	1	5	5	1	2	1	1	2	NA	1	2	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Hyloscirtus palmeri_01	3	2	1	3	2	3	1	2	1	1	2	1	2	1	1	2	1	1	2	3	1	1	2	2	1	1	2	3	1	1	4	2	1	2	NA	1	1	1	2	1	2	1	1	4	1	5	1	1	2	1	1	2	NA	1	2	2	1	3	2	2	2	1	1	4	2	1	3	3	2	2	2
Hyloscirtus palmeri_02	3	2	1	3	2	3	1	2	1	1	2	1	2	1	3	2	1	Inditinguible	2	3	1	1	2	2	1	1	2	3	1	1	4	2	1	2	NA	1	1	1	2	1	2	1	1	4	1	5	1	1	2	1	1	2	NA	1	2	2	1	3	2	2	2	1	1	4	2	1	3	3	2	2	2
Hypsiboas pugnax_01	3	3	1	3	2	1	1	2	1	1	2	1	2	1	2	2	1	1	1	3	1	1	2	1	1	4	1	3	1	2	4	2	2	2	3	1	1	1	1	1	1	1	1	4	2	5	1	4	1	1	1	1	2	1	2	2	2	3	2	2	2	1	1	4	2	1	3	3	2	2	2
Hypsiboas pugnax_02	3	3	1	3	2	1	1	2	1	1	2	1	2	1	2	2	1	1	1	3	1	1	2	1	1	4	1	3	1	1	4	2	2	2	3	1	1	1	1	1	1	1	1	4	2	5	1	4	1	1	1	1	2	1	2	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Hypsiboas pugnax_03	3	3	1	3	2	1	1	2	1	1	2	1	2	1	2	2	1	1	1	3	1	1	2	1	1	4	1	3	1	1	4	2	2	2	3	1	1	1	1	1	1	1	1	4	2	5	1	4	1	1	1	1	2	1	2	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Hypsiboas pugnax_04	3	3	1	3	2	1	1	2	1	1	2	1	2	1	2	2	1	1	1	3	1	1	2	1	2	4	1	3	1	2	4	2	2	2	3	1	1	1	1	1	1	1	1	4	2	5	1	4	1	1	1	1	2	1	2	2	2	3	2	2	2	1	1	4	2	1	3	3	2	2	2
Hypsiboas pugnax_05	3	3	1	3	2	1	1	2	1	1	2	1	2	1	2	2	1	1	1	3	1	1	2	1	2	4	1	3	1	2	4	2	2	2	3	1	1	1	1	1	1	1	1	4	2	5	1	4	1	1	1	1	2	1	2	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Hypsiboas pugnax_06	3	3	1	3	2	4	1	2	1	1	2	1	2	1	2	2	1	1	1	3	1	1	2	1	1	4	1	3	1	2	4	2	2	2	1	1	1	1	1	1	1	1	1	4	2	5	1	4	1	1	1	1	2	1	2	2	2	3	2	2	2	1	1	4	2	1	3	3	2	2	2
Hypsiboas pugnax_07	3	3	1	3	2	1	1	2	1	1	2	1	2	1	2	2	1	1	1	3	1	1	2	1	1	4	1	3	1	2	4	2	2	2	3	1	1	1	1	1	1	1	1	4	2	5	1	4	1	1	1	1	2	1	2	2	2	3	2	2	2	1	1	4	2	1	3	3	2	2	2
Hypsiboas pugnax_08	3	2	1	3	2	1	1	2	1	1	2	1	2	1	2	2	1	1	1	3	1	1	2	1	2	4	1	3	1	2	4	2	2	2	3	1	1	1	1	1	1	1	1	4	2	5	1	4	1	1	1	1	2	1	2	2	2	3	2	2	2	1	1	4	2	1	3	3	2	2	2
Hypsiboas pugnax_09	3	3	1	3	2	1	1	2	1	1	2	1	2	1	2	2	1	1	1	3	1	1	2	1	1	4	1	3	1	2	4	2	2	2	3	1	1	1	1	1	1	1	1	4	2	5	1	4	1	1	1	1	2	1	2	2	2	3	2	2	2	1	1	4	2	1	3	3	2	2	2
Hypsiboas pugnax_10	3	1	1	3	2	1	1	2	1	1	2	1	2	1	2	2	1	1	1	3	1	1	2	1	1	4	1	2	1	1	4	2	2	2	3	1	1	1	1	1	1	1	1	4	2	5	1	4	1	1	1	1	2	1	2	2	2	3	2	2	2	1	1	4	2	1	3	3	2	2	2
Hypsiboas boans_01	3	3	1	3	2	1	1	2	1	1	2	1	2	1	2	2	2	1	1	3	1	1	2	1	1	4	1	4	1	1	4	2	2	2	3	1	1	2	3	1	1	1	1	4	2	5	2	2	2	1	1	1	2	1	2	2	2	3	3	3	3	1	1	4	2	3	4	3	2	2	2
Hypsiboas boans_02	3	3	1	3	2	1	1	2	1	1	2	1	2	1	2	2	2	1	1	3	1	1	2	1	1	4	1	4	1	1	4	2	2	2	3	1	1	2	3	1	1	1	1	4	2	5	2	2	2	1	1	1	2	1	2	2	2	3	3	3	3	1	1	4	2	3	4	3	2	2	2
Hypsiboas boans_03	3	3	1	3	2	1	1	1	1	1	2	1	2	1	2	2	2	1	1	3	1	1	2	1	1	4	1	4	1	2	4	2	2	2	3	1	1	2	3	1	1	1	1	4	2	5	2	2	2	1	1	1	2	1	2	2	2	3	3	3	3	1	1	4	2	3	4	3	2	2	2
Hypsiboas sp._01	3	3	1	3	2	1	1	2	1	1	2	1	2	1	2	2	1	1	1	3	1	1	2	1	1	4	1	4	1	2	4	2	2	2	3	1	1	1	1	1	1	1	1	4	2	5	2	2	1	1	1	1	2	1	2	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Hypsiboas sp._02	3	3	1	3	2	1	1	2	1	1	2	1	2	1	2	2	1	1	1	3	1	1	2	1	2	4	1	4	1	1	4	2	2	2	3	1	1	1	1	1	1	1	1	4	2	5	2	2	1	1	1	1	2	1	2	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Hypsiboas sp._03	3	3	1	3	4	4	1	2	1	1	2	1	2	1	2	2	1	1	1	3	1	1	2	1	1	4	1	4	1	2	4	2	2	2	3	1	1	1	1	1	1	1	1	4	2	5	2	2	1	1	1	1	2	1	2	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Hypsiboas sp._04	3	3	1	3	2	1	1	2	1	1	2	1	2	1	2	2	1	1	1	3	1	1	2	1	1	4	1	4	1	1	4	2	2	2	3	1	1	1	1	1	1	1	1	4	2	5	2	2	1	1	1	1	NA	1	2	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Hypsiboas sp._05	3	3	1	3	2	1	1	2	1	1	2	1	2	1	1	2	1	1	1	3	1	1	2	1	1	4	1	4	1	2	4	2	2	2	3	1	1	1	1	1	1	1	1	4	2	5	2	2	1	1	1	1	2	1	2	2	2	2	2	2	2	1	1	4	2	1	3	3	2	2	2
Agalychnis terranova_01	3	2	1	3	2	3	1	2	1	1	2	1	2	1	2	3	2	1	1	3	3	2	2	1	1	2	1	2	1	2	4	2	1	2	3	1	2	2	1	1	1	1	1	9	1		5	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	1	4	2	1	3	3	2	2	2
Phyllomedusa venusta_01	3	2	1	3	2	3	1	2	1	1	2	1	2	1	1	3	1	1	1	3	3	2	2	1	1	2	1	2	1	2	4	2	3	2	3	1	5	5	5	1	1	1	1	6	1	2	5	3	3	1	1	1	1	1	2	2	8	5	5	5	5	2	1	3	2	2	3	3	2	2	2
Phyllomedusa venusta_02	3	2	1	3	2	3	1	2	1	1	2	1	2	1	2	3	1	1	1	3	3	2	2	1	1	2	1	2	1	2	4	2	3	2	3	1	5	5	5	1	1	1	1	6	1	2	5	3	3	1	1	1	1	1	2	2	8	5	5	5	5	2	1	3	2	2	3	3	2	2	2
Phyllomedusa venusta_03	3	2	1	3	2	3	1	2	1	1	2	1	2	1	2	3	1	1	1	3	3	2	2	1	1	2	1	2	1	2	4	2	3	2	3	1	5	5	5	1	1	1	1	6	1	2	5	3	3	1	1	1	1	1	2	2	8	5	5	5	5	2	1	3	2	2	3	3	2	2	2
Phyllomedusa venusta_04	3	2	1	3	2	3	1	2	1	1	2	1	2	1	2	3	1	1	1	3	3	2	2	1	1	2	1	2	1	2	4	2	3	2	3	1	5	5	5	1	1	1	1	6	1	2	5	3	3	1	1	1	1	1	2	2	8	5	5	5	5	2	1	3	2	2	3	3	2	2	2
Pithecopus hypochondrialis_01	3	2	1	3	4	4	1	1	1	1	2	1	2	1	1	3	1	1	2	3	3	2	2	1	3	NA	NA	2	1	2	4	2	4	2	3	1	5	5	5	1	1	1	1	9	1	5	5	4	3	1	1	1	1	Ausente	2	2	8	1	1	5	5	2	1	3	2	1	3	3	2	2	2
Pithecopus hypochondrialis_02	3	2	1	3	4	4	1	1	1	1	2	1	2	1	1	3	1	1	2	3	3	1	2	1	3	NA	NA	2	1	2	4	2	4	2	3	1	5	5	5	1	1	1	1	9	1	5	5	4	3	1	1	1	1	Ausente	2	2	8	1	1	5	5	2	1	3	2	1	3	3	2	2	2
Engystomops pustulosus_01	3	2	2	3	3	2	1	2	1	1	2	1	2	3	2	2	1	2	2	3	1	2	1	1	3	NA	NA	1	2	2	4	2	4	1	NA	1	5	5	5	1	1	1	2	2	1	2	4	4	3	1	1	1	2	1	1	2	2	5	5	5	5	1	1	3	2	2	1	3	2	2	2
Engystomops pustulosus_02	3	2	2	3	3	2	1	2	1	1	2	1	2	3	2	2	1	2	2	3	1	2	1	1	3	NA	NA	1	2	2	4	2	4	1	NA	1	5	5	5	1	1	1	2	2	1	2	4	4	3	1	1	1	2	1	1	2	2	5	5	5	5	1	1	3	2	2	1	3	2	2	2
Engystomops pustulosus_03	3	2	2	3	3	2	1	2	1	1	2	1	2	3	2	2	1	2	2	3	1	2	1	1	3	NA	NA	1	2	2	4	2	4	1	NA	1	5	5	5	1	1	1	2	2	1	2	4	4	3	1	1	1	2	1	1	2	2	5	5	5	5	1	1	3	2	2	1	3	2	2	2
Engystomops pustulosus_04	3	2	2	3	3	2	1	2	1	1	2	1	2	3	2	2	1	2	2	3	1	2	1	1	3	NA	NA	1	2	2	4	2	4	1	NA	1	5	5	5	1	1	1	2	2	1	2	4	4	3	1	1	1	2	1	1	2	2	5	5	5	5	1	1	3	2	2	1	3	2	2	2
Engystomops pustulosus_05	3	2	2	3	3	2	1	2	1	1	2	1	2	3	2	2	1	2	2	3	1	2	1	1	3	NA	NA	1	2	2	4	2	4	1	NA	1	5	5	5	1	1	1	2	2	1	2	4	4	3	1	1	1	2	1	1	2	2	5	5	5	5	1	1	3	2	2	1	3	2	2	2
Engystomops pustulosus_06	3	2	2	3	3	2	1	2	1	1	2	1	2	3	2	2	1	2	2	3	1	2	1	1	3	NA	NA	1	2	2	4	2	4	1	NA	1	5	5	5	1	1	1	2	2	1	2	4	4	3	1	1	1	2	1	1	2	2	5	5	5	5	1	1	3	2	2	1	3	2	2	2
Engystomops pustulosus_07	3	2	2	3	3	2	1	2	1	1	2	1	2	3	2	2	1	2	2	3	1	2	1	1	3	NA	NA	1	2	2	4	2	4	1	NA	1	5	5	5	1	1	1	2	2	1	2	4	4	3	1	1	1	2	1	1	2	2	5	5	5	5	1	1	3	2	2	1	3	2	2	2
Engystomops pustulosus_08	3	2	2	3	3	2	1	2	1	1	2	1	2	3	2	2	1	2	2	3	1	2	1	1	3	NA	NA	1	2	2	4	2	4	1	NA	1	5	5	5	1	1	1	2	2	1	2	4	4	3	1	1	1	2	1	1	2	2	5	5	5	5	1	1	3	2	2	1	3	2	2	2
Engystomops pustulosus_09	3	2	2	3	3	2	1	2	1	1	2	1	2	3	2	2	1	2	2	3	1	2	1	1	3	NA	NA	1	2	2	4	2	4	1	NA	1	5	5	5	1	1	1	2	2	1	2	4	4	3	1	1	1	2	1	1	2	2	5	5	5	5	1	1	3	2	2	1	3	2	2	2
Engystomops pustulosus_10	3	2	2	3	3	2	1	2	1	1	2	1	2	3	2	2	1	2	2	3	1	2	1	1	3	NA	NA	1	2	2	4	2	4	1	NA	1	5	5	5	1	1	1	2	2	1	2	4	4	3	1	1	1	2	1	1	2	2	5	5	5	5	1	1	3	2	2	1	3	2	2	2
